ns,key,en,hu
Items,BP_MayoJar_Name,Mayonnaise Jar,Majonézes üveg
Items,BP_MeatSlicer_Name,Meat Slicer,Szeletelőgép
Items,BP_MechanicalMag_Name,Mechanism Magazine,Mechanism magazin
Items,BP_CL_Face_MedicalMask_Name,Medical Mask,Orvosi maszk
Items,BP_CL_MedicalScrubsLower_Name,Medical Scrubs Pants,Orvosi munkaruha nadrág
Items,BP_CL_MedicalScrubsTop_Name,Medical Scrubs Top,Orvosi műtősfelső
Items,BP_Splint_Medical_Name,Medical Splint,Orvosi sín
Items,BP_MedicinalScrap_Name,Medicinal Scrap,Gyógyászati hulladék
Items,BP_VanillaManukaMeringue_Description,Meringue infused with mānuka honey.,Manuka mézzel ízesített habcsók.
Items,BP_Basin01_Name,Metal Basin,Fémtál
Items,BP_MetalBrackets_Name,Metal Brackets,Fémkonzol
Items,BP_Basin02_Name,Metal Bucket,Fémvödör
Items,BP_MetalPipe_Name,Metal Pipe,Fémcső
Items,BP_Melee_RakeMetal_Name,Metal Rake,Fémgereblye
Items,BP_MetalSheet_Name,Metal Sheet,Fémlemez
Items,BP_Michigan_Name,Michigan,Michigan
Items,BP_MichiganSauce_Name,Michigan Sauce,Michigan szósz
Items,BP_Microscope_Name,Microscope,Mikroszkóp
Items,BP_CL_Head_BoxingGearHelmet_Description,"Might help you take a punch or two, or three.",Talán segít elviselni egy-két ütést. Vagy hármat.
Items,BP_CL_Shoes_MilitaryBoots_Name,Military Boots,Katonai bakancs
Items,BP_CL_Head_MilitaryHat_Name,Military Cap,Katonai sapka
Items,BP_CL_MilitaryJacket_Name,Military Jacket,Katonai dzseki
Items,BP_FirstAidKit_Military_Name,Military Medical Kit,Katonai orvosi készlet
Items,BP_CL_MilitaryPants_Name,Military Pants,Katonai nadrág
Items,BP_CL_MilitaryTop_Name,Military Shirt,Katonai ing
Items,BP_MilkCarton_Name,Milk Carton,Dobozos tej
Items,BP_MimicShiner_Name,Mimic Shiner,Mimic Shiner
Items,BP_Melee_SledgehammerMini_Name,Mini-Sledge,Mini bontókalapács
Items,BP_Firearm_Minigun_Name,Minigun,Minigun
Items,BP_ModelSun_Name,Model Sun,Nap-modell
Items,BP_Mooneyes_Name,Mooneyes,Mooneyes
Items,BP_Melee_Mop_Name,Mop,Felmosó
Items,BP_MopBucket01_Name,Mop Bucket,Felmosóvödör
Items,BP_CerealBox_Name,Morning Crunch Cereal,Morning Crunch gabonapehely
Items,BP_Melee_MorningStar_Name,Morning Star,Szöges buzogány
Items,BP_Painkillers_Morphine_Name,Morphine,Morfium
Items,BP_Firearm_MosinNagant_Name,Mosin Nagant,Mosin Nagant
Items,BP_CL_Head_MotorcycleHelmet_Name,Motorcycle Helmet,Motoros bukósisak
Items,BP_MottledSculpin_Name,Mottled Sculpin,Mottled Sculpin
Items,BP_Candy02_Variant0_Name,Mounty Bar,Mounty szelet
Items,BP_Mouse_Name,Mouse,Egér
Items,BP_Mousepad_Name,Mouse Pad,Egérpad
Items,BP_Bucket06_Name,Muck Tub,Gazdasági dézsa
Items,BP_Bucket07_Name,Muck Tub,Gazdasági dézsa
Items,BP_Bucket08_Name,Muck Tub,Gazdasági dézsa
Items,BP_Mudpuppy_Name,Mudpuppy,Kopoltyúsgőte
Items,BP_Muffin_Name,Muffin,Muffin
Items,BP_Mug_Name,Mug,Bögre
Items,BP_HymnsBook_Name,Music Book,Kottafüzet
Items,BP_Muskellunge_Name,Muskellunge,Muskellunge
Items,BP_ManukaHoney_Name,Mānuka Honey,Manuka méz
Items,BP_VanillaManukaMeringue_Name,Mānuka Meringue Pastry,Manuka mézes habcsók-sütemény
Items,BP_Firearm_N1903_Name,N1903,N1903
Items,BP_Firearm_N16_Name,N4,N4
Items,BP_Magazine_N16_Name,N4 Magazine - 30 Round,N4-es tár - 30 töltényes
Items,BP_Firearm_PumpShotgun_Name,N870,N870
Items,BP_Video_NOTLD_ShortName,NOTLD,NOTLD
Items,BP_Nailgun_Name,Nailgun,Szögbelövő
Items,BP_Nail_Name,Nails,Szögek
Items,BP_NapkinHolder_Name,Napkin Holder,Szalvétatartó
Items,BP_NeedleThread_Name,Needle & Thread,Tű és cérna
Items,BP_NewOrleansOysters_Name,New Orleans Oysters,New Orleans-i osztriga
Items,BP_Newspaper_Name,Newspaper,Újság
Items,BP_NewtonsCradle_Name,Newton's Cradle,Newton-bölcső
Items,BP_SneakingMag_Name,Ninja Nightly Magazine,Ninja Nightly magazin
Items,BP_NorthernBrookLamprey_Name,Northern Brook Lamprey,Northern Brook Lamprey
Items,BP_NorthernPearlDace_Name,Northern Pearl Dace,Northern Pearl Dace
Items,BP_NorthernPike_Name,Northern Pike,Northern Pike
Items,BP_NorthernRedbellyDace_Name,Northern Redbelly Dace,Northern Redbelly Dace
Items,BP_CleanerCasserole_Description,Not for the faint of heart.,Nem a gyengeszívűeknek való.
Items,BP_Notepad_Name,Notepad,Jegyzettömb
Items,BP_Candy02_Name,Nutty Bar,Nutty szelet
Items,BP_BloodBag_Variant7_Name,O+ Blood Bag,0+ vérzsák
Items,BP_BloodBag_Variant0_Name,O- Blood Bag,0- vérzsák
Items,BP_HalloweenCandy_Description,Obtained from a pumpkin. I wonder what's in it?,Egy tökből szerezve. Vajon mi van benne?
Items,BP_CarTire_OffRoad_Name,Off-Road Car Tire,Terepjáró gumiabroncs
Items,BP_CL_OffShoulderShirtLong_Name,Off-Shoulder Top,Vállat szabadon hagyó felső
Items,BP_Phone_Name,Office Phone,Irodai telefon
Items,BP_Firearm_Bolt1911_Description,Old faithful.,A jó öreg megbízható.
Items,BP_Omelette_Name,Omelette,Omlett
Items,BP_Melee_PoliceBaton_Description,Once used by officers before the apocalypse.,Az apokalipszis előtt tisztek használták.
Items,BP_Onion_Name,Onion,Hagyma
Items,BP_OnionHalf_Name,Onion Half,Fél hagyma
Items,BP_Seeds_Onion_Name,Onion Seeds,Hagymamag
Items,BP_OnionSoup_Name,Onion Soup,Hagymaleves
Items,BP_Melee_ClawSword_Description,Only in the post-apocalypse.,Csak az apokalipszis utáni világban.
Items,BP_CL_Head_OpenBalaclava_Name,Open Balaclava,Nyitott símaszk
Items,BP_Orange_Name,Orange,Narancs
Items,BP_JamOrange_Name,Orange Marmalade,Narancsdzsem
Items,BP_OrangeWedge_Name,Orange Wedge,Narancsgerezd
Items,BP_BoxedMacCheese_Variant0_Name,Organic Mac & Cheese,Bio sajtos makaróni
Items,BP_BoxedOatmealOriginal_Name,Original Oatmeal,Eredeti zabkása
Items,BP_OvenDish_Name,Oven Dish,Sütőtál
Items,BP_CL_Overalls_Name,Overalls,Kantáros nadrág
Items,BP_CL_OversizedSweater_Name,Oversized Sweater,Méretes pulóver
Items,BP_Melee_OxygenCylinder_Name,Oxygen Cylinder,Oxigénpalack
Items,BP_OxygenDetector_Name,Oxygen Detector,Oxigénérzékelő
Items,BP_Oysters_Name,Oysters,Osztriga
Items,BP_Detergent01_Name,PRONTO® Detergent,PRONTO® mosószer
Items,BP_Melee_PropaneTank_Description,"Packs a punch, especially when shot.\r\n\r\nCan be used as fuel for certain stations.","Komolyan üt, különösen meglőve.\r\n\r\nBizonyos állomásoknál üzemanyagként használható."
Items,BP_Melee_PaintBrush_Name,Paint Brush,Ecset
Items,BP_Melee_PaintRoller_Name,Paint Roller,Festőhenger
Items,BP_PaintTray_Name,Paint Tray,Festőtálca
Items,BP_CL_Face_HockeyMask_Description,Pairs perfectly with a machete!,Tökéletesen passzol egy machetéhez!
Items,BP_Melee_PalletJack_Name,Pallet Jack,Raklapemelő béka
Items,BP_PaperBag_Name,Paper Bag,Papírzacskó
Items,BP_PaperScrap_Name,Paper Scrap,Papírhulladék
Items,BP_ParaAramidFiber_Name,Para-aramid Fiber,Para-aramid szál
Items,BP_Parcel_Name,Parcel,Csomag
Items,BP_CL_MilitaryJacket_Description,Part of a military uniform.,A katonai egyenruha része.
Items,BP_CL_RiotShirt_Description,Part of the uniform.,Az egyenruha része.
Items,BP_CarChassisParts_Description,Parts of a car's chassis.\r\n\r\nCan be installed onto a car using the correct tools.,Egy autó alvázának alkatrészei.\r\n\r\nA megfelelő szerszámokkal beszerelhető egy autóba.
Items,BP_CL_Head_PartyHat_Name,Party Hat,Partikalap
Items,BP_PastaMaker_Name,Pasta Maker,Tésztagép
Items,BP_PatlıcanlıKebap_Name,Patlicani Kebap,Patlicani Kebap
Items,BP_Peach_Name,Peach,Őszibarack
Items,BP_PeachHalf_Name,Peach Half,Fél őszibarack
Items,BP_NutsPeanuts_Name,Peanuts,Földimogyoró
Items,BP_Pear_Name,Pear,Körte
Items,BP_PearHalf_Name,Pear Half,Fél körte
Items,BP_Pen_Name,Pen,Toll
Items,BP_PenBin_Name,Pen Bin,Tolltartó
Items,BP_Pencil_Name,Pencil,Ceruza
Items,BP_PencilSharpener_Name,Pencil Sharpener,Ceruzahegyező
Items,BP_PastaBox01Penne_Name,Penne Pasta,Penne tészta
Items,BP_PetBrush_Name,Pet Brush,Kisállatkefe
Items,BP_CL_Face_PetCollar_Name,Pet Collar,Nyakörv
Items,BP_PetConditioner_Name,Pet Conditioner Bottle,Állatbalzsamos üveg
Items,BP_PetDeshedder_Name,Pet Deshedding Tool,Szőreltávolító eszköz
Items,BP_PetLeash_Name,Pet Leash,Póráz
Items,BP_PetNailClipper_Name,Pet Nail Clippers,Karomvágó
Items,BP_PetShampoo_Name,Pet Shampoo Bottle,Állatsampon üveg
Items,BP_PetriDish01_Name,Petri Dish,Petri-csésze
Items,BP_CL_Shoes_Phoenix1s_Name,Phoenix 1s,Phoenix 1s
Items,BP_CellPhone_ShortName,Phone,Telefon
Items,BP_PhotoFrame_ShortName,Photo,Fénykép
Items,BP_PhotoFrame_Name,Photo Frame,Képkeret
Items,BP_Melee_Pickaxe_Name,Pickaxe,Csákány
Items,BP_PickerelFrog_Name,Pickerel Frog,Pickerel Frog
Items,BP_PigFeed_Name,Pig Feed,Disznótáp
Items,BP_Pineapple_Name,Pineapple,Ananász
Items,BP_BoxedCitrusCakes_Variant0_Name,Pineapple Citrus Cakes,Ananászos citrusos sütemény
Items,BP_Melee_PingPongRacket_Name,Ping Pong Racket,Pingpongütő
Items,BP_Melee_Pipe_Name,Pipe,Cső
Items,BP_Melee_PipeWrench_Name,Pipe Wrench,Csőkulcs
Items,BP_Flask07_Name,Pipette,Pipetta
Items,BP_NutsPistachios_Name,Pistachios,Pisztácia
Items,BP_Suppressor_Pistol_Name,Pistol Suppressor,Pisztoly hangtompító
Items,BP_PizzaBox_Name,Pizza Box,Pizzásdoboz
Items,BP_PizzaCrust_Name,Pizza Crust,Pizzatészta-alap
Items,BP_Melee_PizzaPeel_Name,Pizza Peel,Pizzalapát
Items,BP_PizzaSlice_Name,Pizza Slice,Szelet pizza
Items,BP_CL_PlaidShirtLong_Name,Plaid Shirt,Kockás ing
Items,BP_BoxedBoomTarts_Variant1_Name,Plain Boom Tarts,Sima Boom Tarts
Items,BP_Candy01_Variant1_Name,Planet Caramel Bar,Planet karamellszelet
Items,BP_Bucket01_Name,Plastic Bucket,Műanyag vödör
Items,BP_Bucket04_Name,Plastic Bucket,Műanyag vödör
Items,BP_Bucket05_Name,Plastic Bucket,Műanyag vödör
Items,BP_PlasticCasings_Name,Plastic Casings,Műanyag burkolatok
Items,BP_Bucket02_Name,Plastic Drain Pan,Műanyag leeresztő tálca
Items,BP_PlasticFoldingChair_Name,Plastic Folding Chair,Műanyag összecsukható szék
Items,BP_PlasticIngot_Name,Plastic Ingot,Műanyag tömb
Items,BP_Melee_RakePlastic_Name,Plastic Rake,Műanyag gereblye
Items,BP_PlasticScrap_Name,Plastic Scrap,Műanyag hulladék
Items,BP_Bucket03_Name,Plastic Tub,Műanyag dézsa
Items,BP_Plate_Name,Plate,Tányér
Items,BP_Plum_Name,Plum,Szilva
Items,BP_PlumHalf_Name,Plum Half,Fél szilva
Items,BP_Melee_Plunger_Name,Plunger,WC-pumpa
Items,BP_Protractor_Name,Pointed Protractor,Hegyes szögmérő
Items,BP_Melee_Thumbtack_Description,Poke.,Bök.
Items,BP_Melee_PoliceBaton_Name,Police Baton,Rendőrbot
Items,BP_CL_BulletproofVestPolice_Name,Police Bulletproof Vest,Rendőr golyóálló mellény
Items,BP_CL_Head_PoliceHat_Name,Police Hat,Rendőrsapka
Items,BP_CL_PolicePants_Name,Police Pants,Rendőrnadrág
Items,BP_CL_PoliceShirt_Name,Police Shirt,Rendőring
Items,BP_CL_Shoes_Police_Name,Police Shoes,Rendőrcipő
Items,BP_CL_Shoes_Dress_Description,Polished black leather.,Fényezett fekete bőr.
Items,BP_CL_Polo_Name,Polo Shirt,Galléros póló
Items,BP_CL_Head_PomPomHat_Name,Pom Pom Hat,Bojtos sapka
Items,BP_PoolBall01_Name,Pool Ball #1,Biliárdgolyó #1
Items,BP_PoolBall10_Name,Pool Ball #10,Biliárdgolyó #10
Items,BP_PoolBall11_Name,Pool Ball #11,Biliárdgolyó #11
Items,BP_PoolBall12_Name,Pool Ball #12,Biliárdgolyó #12
Items,BP_PoolBall13_Name,Pool Ball #13,Biliárdgolyó #13
Items,BP_PoolBall14_Name,Pool Ball #14,Biliárdgolyó #14
Items,BP_PoolBall15_Name,Pool Ball #15,Biliárdgolyó #15
Items,BP_PoolBall02_Name,Pool Ball #2,Biliárdgolyó #2
Items,BP_PoolBall03_Name,Pool Ball #3,Biliárdgolyó #3
Items,BP_PoolBall04_Name,Pool Ball #4,Biliárdgolyó #4
Items,BP_PoolBall05_Name,Pool Ball #5,Biliárdgolyó #5
Items,BP_PoolBall06_Name,Pool Ball #6,Biliárdgolyó #6
Items,BP_PoolBall07_Name,Pool Ball #7,Biliárdgolyó #7
Items,BP_PoolBall08_Name,Pool Ball #8,Biliárdgolyó #8
Items,BP_PoolBall09_Name,Pool Ball #9,Biliárdgolyó #9
Items,BP_Melee_PoolCue_Name,Pool Cue,Biliárddákó
Items,BP_PoolRack_Name,Pool Rack,Biliárdkeret
Items,BP_Pork_Name,Pork,Sertéshús
Items,BP_PortableAirTank_Name,Portable Air Tank,Hordozható légtartály
Items,BP_PortableCotBag01_Name,Portable Cot,Hordozható priccs
Items,BP_BroadcastRadio_Name,Portable Radio,Hordozható rádió
Items,BP_WelderPortable_Name,Portable Welder,Hordozható hegesztő
Items,BP_PotRoast_Name,Pot Roast,Serpenyős sült
Items,BP_Potato_Name,Potato,Krumpli
Items,BP_Seeds_Potato_Name,Potato Seeds,Krumpli vetőgumó
Items,BP_PotatoSoup_Name,Potato Soup,Krumplileves
Items,BP_PotatoesAuGratin_Name,Potatoes Au Gratin,Csőben sült burgonya
Items,BP_PotentMedicinalScrap_Name,Potent Medicinal Scrap,Erős gyógyászati hulladék
Items,BP_PowderDetergent_Name,Powder Detergent,Mosópor
Items,BP_ImpactDrill_Name,Powered Drill,Fúrógép
Items,BP_Antibiotic_Basic_Name,Prescription Antibiotics,Vényköteles antibiotikum
Items,BP_CL_Face_Glasses_Name,Prescription Glasses,Dioptriás szemüveg
Items,BP_Painkillers_Prescription_Name,Prescription Painkillers,Vényköteles fájdalomcsillapító
Items,BP_CL_Face_AviatorGlasses_Description,Pretend to be a cop or a pilot.,"Játszd meg, hogy rendőr vagy pilóta vagy."
Items,BP_Pretzel_Name,Pretzel,Perec
Items,BP_Printer01_Name,Printer,Nyomtató
Items,BP_Printer02_Name,Printer,Nyomtató
Items,BP_CL_PrisonGuardPants_Name,Prison Guard Pants,Börtönőr nadrág
Items,BP_CL_PrisonJumpsuit_Name,Prison Jumpsuit,Rabruha
Items,BP_Melee_PropaneTank_Name,Propane Tank,Propántartály
Items,BP_ProsecutionSign_Name,Prosecutor Sign,Ügyész tábla
Items,BP_PuffPastry_Name,Puff Pastry,Leveles tészta
Items,BP_CL_PufferJacket_Name,Puffer Jacket,Pufidzseki
Items,BP_Pumpkin_Name,Pumpkin,Sütőtök
Items,BP_Seeds_Pumpkin_Name,Pumpkin Seeds,Sütőtök-magok
Items,BP_PumpkinSoup_Name,Pumpkin Soup,Sütőtökleves
Items,BP_Pumpkinseed_Name,Pumpkinseed,Sütőtök-mag
Items,BP_RawSilicaSand_Name,Pure Silica Sand,Tiszta kvarchomok
Items,BP_Video_DevLog1_Description,Put it in a TV to watch.,Tedd egy tévébe a megtekintéshez.
Items,BP_Video_Trailer1_Description,Put it in a TV to watch.,Tedd egy tévébe a megtekintéshez.
Items,BP_Video_Update0017_Description,Put it in a TV to watch.,Tedd egy tévébe a megtekintéshez.
Items,BP_Video_Update0018_Description,Put it in a TV to watch.,Tedd egy tévébe a megtekintéshez.
Items,BP_Video_Update0019_Description,Put it in a TV to watch.,Tedd egy tévébe a megtekintéshez.
Items,BP_Video_Update0020_Description,Put it in a TV to watch.,Tedd egy tévébe a megtekintéshez.
Items,BP_PuzzleCube_Name,Puzzle Cube,Bűvös kocka
Items,BP_Quiche_Name,Quiche,Quiche
Items,BP_Quillback_Name,Quillback,Quillback
Items,BP_Firearm_MP5_Name,R&F MP5,R&F MP5
Items,BP_Magazine_MP5_Name,R&F NP5 Magazine - 30 Round,R&F NP5-ös tár - 30 töltényes
Items,BP_RabbitMeat_Name,Rabbit Meat,Nyúlhús
Items,BP_HandheldRadio_ShortName,Radio,Rádió
Items,BP_RadioReceiver_Name,Radio Receiver,Rádióvevő
Items,BP_RadioTransmitter_Name,Radio Transmitter,Rádióadó
Items,BP_CL_Shoes_RainBoots_Name,Rain Boots,Gumicsizma
Items,BP_CL_RainCoat_Name,Rain Coat,Esőkabát
Items,BP_RainbowSmelt_Name,Rainbow Smelt,Rainbow Smelt
Items,BP_RainbowTrout_Name,Rainbow Trout,Rainbow Trout
Items,BP_Cookie02_Name,Raisin Cookie,Mazsolás keksz
Items,BP_CL_RamjetStudiosTShirt_Name,Ramjet Studios T-Shirt,Ramjet Studios póló
Items,BP_RanchBottle_Name,Ranch Bottle,Ranch öntetes üveg
Items,BP_CL_Head_RangerHat_Name,Ranger Hat,Ranger sapka
Items,BP_CL_RangerJacket_Name,Ranger Jacket,Ranger dzseki
Items,BP_CL_RangerPants_Name,Ranger Pants,Ranger nadrág
Items,BP_CL_RangerShirtLong_Name,Ranger Shirt,Ranger ing
Items,BP_RawBauxite_Name,Raw Bauxite,Nyers bauxit
Items,BP_RawChalcopyrite_Name,Raw Chalcopyrite,Nyers kalkopirit
Items,BP_RawCoal_Name,Raw Coal,Nyers szén
Items,BP_RawFur_Name,Raw Fur Pelt,Nyers szőrmebőr
Items,BP_RawGraphite_Name,Raw Graphite,Nyers grafit
Items,BP_RawHardLeather_Name,Raw Hard Leather,Nyers kemény bőr
Items,BP_RawHematite_Name,Raw Hematite,Nyers hematit
Items,BP_RawLimestone_Name,Raw Limestone,Nyers mészkő
Items,BP_MapleSapBottle_Name,Raw Syrup Sap Bottle,Nyers szirupnedves üveg
Items,BP_CL_Face_ReadingGlasses_Name,Reading Glasses,Olvasószemüveg
Items,BP_CL_Face_Rebreather_Name,Rebreather,Légzőkészülék
Items,BP_ReceiptPaper_Name,Receipt Paper,Pénztárgépszalag
Items,BP_ReceiptPrinter_Name,Receipt Printer,Pénztárgép nyomtató
Items,BP_ReceiptPaper_Description,Receipt paper used in a receipt printer.,Szalag a pénztárgép nyomtatóhoz.
Items,BP_Record_Name,Record,Bakelitlemez
Items,BP_RecordPlayer_Name,Record Player,Lemezjátszó
Items,BP_CL_Face_Rebreather_Description,Recycles carbon dioxide into oxygen. Useful for underwater or low-air environment exploration.\r\n\r\nMake sure you are have a gas tank equipped or this will have no effect!,"Szén-dioxidot alakít vissza oxigénné. Hasznos víz alatti vagy alacsony levegőjű környezet felfedezéséhez.\r\n\r\nGyőződj meg róla, hogy van kézben tartott gázpalackod, különben nincs hatása!"
Items,BP_RedDotSight_Name,Red Dot Sight,Pontcélzó
Items,BP_RedbreastSunfish_Name,Redbreast Sunfish,Vörösmellű naphal
Items,BP_RedfinPickerel_Name,Redfin Pickerel,Vörösfarkú csuka
Items,BP_RF_FireStationContainer_Key_Name,Redford Container Key,Redford konténerkulcs
Items,BP_RF_SubstationKey_Name,Redford Substation Key,Redford alállomás kulcs
Items,BP_RefinedCharcoal_Name,Refined Charcoal,Finomított faszén
Items,BP_ReinforcedMetalBrackets_Name,Reinforced Metal Brackets,Megerősített fémkonzol
Items,BP_Melee_PlankReinforced_Name,Reinforced Wooden Plank,Megerősített fadeszka
Items,BP_WoodenRodReinforced_Name,Reinforced Wooden Rod,Megerősített farúd
Items,BP_CL_Head_ConstructionHelmet_Description,Remember workplace safety training?,Emlékszel a munkavédelmi oktatásra?
Items,BP_RemoteControllerT1_Name,Remote Controller T1,Távvezérlő T1
Items,BP_FarmingMag_Name,Resilience Magazine,Resilience magazin
Items,BP_CL_Face_Respirator_Name,Respirator,Légzőmaszk
Items,BP_RicePilaf_Name,Rice Pilaf,Rizses köret (pilaf)
Items,BP_RiceSnack_Name,Rice Snack,Rizses nasi
Items,BP_RifleParts_Name,Rifle Parts,Puska alkatrészei
Items,BP_Suppressor_Rifle_Name,Rifle Suppressor,Puska hangtompító
Items,BP_RingStand01_Name,Ring Stand,Laborállvány
Items,BP_CL_BulletproofVestRiot_Name,Riot Bulletproof Vest,Sorfal golyóálló mellény
Items,BP_CL_Head_RiotHelmet_Name,Riot Helmet,Rohamrendőr sisak
Items,BP_CL_RiotPants_Name,Riot Pants,Rohamrendőr nadrág
Items,BP_CL_RiotShirt_Name,Riot Shirt,Rohamrendőr ing
Items,BP_Risotto_Name,Risotto,Rizottó
Items,BP_RockBass_Name,Rock Bass,Rock Bass
Items,BP_CL_Shoes_Rollerblades_Name,Rollerblades,Görkorcsolya
Items,BP_Rosary_Name,Rosary,Rózsafüzér
Items,BP_RosyfaceShiner_Name,Rosyface Shiner,Rózsásarcú csillogóhal
Items,BP_CL_Face_RoundGlasses_Name,Round Glasses,Kerek szemüveg
Items,BP_RoundWhitefish_Name,Round Whitefish,Kerek fehérhal
Items,BP_Flask01_Name,Round-Bottomed Flask,Gömblombik
Items,BP_RubberBundle_Name,Rubber Bundle,Gumiköteg
Items,BP_RubberScrap_Name,Rubber Scrap,Gumihulladék
Items,BP_Rudd_Name,Rudd,Vörösszárnyú keszeg
Items,BP_Ruler_Name,Ruler,Vonalzó
Items,BP_AgilityMag_Name,Runner's Arc Magazine,Runner's Arc magazin
Items,BP_GoldNeedle_Description,"Sadly cannot cure paralysis, but its a nice memento!","Sajnos nem gyógyítja a bénulást, de kedves emlék!"
Items,BP_CL_Face_SafetyGoggles_Name,Safety Goggles,Védőszemüveg
Items,BP_CL_SafetyVest_Name,Safety Vest,Láthatósági mellény
Items,BP_CL_Face_SafetyGoggles_Description,Safety first!,Első a biztonság!
Items,BP_Saffron_Name,Saffron,Sáfrány
Items,BP_Melee_SaleSign_Name,Sale Sign,Akciós tábla
Items,BP_ChipBag04_Name,Salt 'n Vinegar Chips,Sós-ecetes chips
Items,BP_SaltPack01_Name,Salt Pack,Só
Items,BP_ChipBag03_Name,Salted Chips,Sós chips
Items,BP_ChipBag01_Variant0_Name,Salted Corn Chips,Sós kukoricachips
Items,BP_BoxedCrackers01_Name,Salty Crackers,Sós keksz
Items,BP_Firearm_SRG_Name,SanWerk SRG,SanWerk SRG
Items,BP_SandShiner_Name,Sand Shiner,Sand Shiner
Items,BP_CL_Shoes_Sandals_Name,Sandals,Szandál
Items,BP_Sander_Name,Sander,Csiszológép
Items,BP_Melee_SaucePot_Name,Sauce Pot,Nyeles főzőedény
Items,BP_SC_CookbookLvl30_03_Name,Sauces n' Spreads - An Evolutionary Tale,Szószok és krémek – egy evolúciós történet
Items,BP_Sauger_Name,Sauger,Sauger
Items,BP_SawDust_Name,Saw Dust,Fűrészpor
Items,BP_Scale01_Name,Scale,Mérleg
Items,BP_Scallops_Name,Scallops,Fésűkagyló
Items,BP_CaviarSauceScallops_Name,Scallops in Caviar Sauce,Fésűkagyló kaviárszószban
Items,BP_Melee_Scalpel_Name,Scalpel,Szike
Items,BP_SC_Amplifier_Name,Schematic - Amplifier,Tervrajz – Erősítő
Items,BP_SC_BarbedWire_Name,Schematic - Barbed Wire,Tervrajz - Szögesdrót
Items,BP_SC_BasicDriverBits_Name,Schematic - Basic Driver Bits ,Tervrajz – Alap csavarozófejek 
Items,BP_SC_BasicStaples_Name,Schematic - Basic Staples,Tervrajz – Alap kapcsok
Items,BP_SC_BasicWeldingWire_Name,Schematic - Basic Welding Wire,Tervrajz - Egyszerű hegesztőhuzal
Items,BP_SC_Binoculars_Name,Schematic - Binoculars,Tervrajz – Távcső
Items,BP_SC_BloodTestKit_Name,Schematic - Blood Test Kit,Tervrajz – Vérvizsgálati készlet
Items,BP_SC_Bow_Name,Schematic - Bow,Tervrajz - Íj
Items,BP_SC_CarBrakeAssembly_Name,Schematic - Car Brake Assembly,Tervrajz - Autófék-szerelvény
Items,BP_SC_CarFilter_Name,Schematic - Car Filter,Tervrajz - Levegőszűrő
Items,BP_SC_CarGasTank_Name,Schematic - Car Gas Tank,Tervrajz - Autó üzemanyagtartály
Items,BP_SC_CookingPan_Name,Schematic - Cast Iron Pan ,Tervrajz – Öntöttvas serpenyő 
Items,BP_SC_CircularSawBlade_Name,Schematic - Circular Saw Blade,Tervrajz - Körfűrészlap
Items,BP_SC_MakeshiftSword_Name,Schematic - Claw Sword,Tervrajz - Kalapács-kard
Items,BP_SC_CleaningWipes_Name,Schematic - Cleaning Wipes,Tervrajz – Tisztítókendő
Items,BP_SC_BasicPliers_Name,Schematic - Combination Pliers,Tervrajz - Kombinált fogó
Items,BP_SC_Compass_Name,Schematic - Compass,Tervrajz – Iránytű
Items,BP_SC_CompressionBandage_Name,Schematic - Compression Bandage,Tervrajz – Nyomókötés
Items,BP_SC_DrillBit_Name,Schematic - Drill Bit,Tervrajz - Fúrófej
Items,BP_SC_ElasticBandage_Name,Schematic - Elastic Bandage,Tervrajz – Rugalmas pólya
Items,BP_SC_Flashlight_Name,Schematic - Flashlight,Tervrajz – Zseblámpa
Items,BP_SC_FridgeCompressor_Name,Schematic - Fridge Compressor,Tervrajz – Hűtőkompresszor
Items,BP_SC_GPS_Name,Schematic - GPS,Tervrajz – GPS
Items,BP_SC_GrinderBlades_Name,Schematic - Grinder Blades,Tervrajz - Csiszolótárcsák
Items,BP_SC_HeavyCutting_Name,Schematic - Hacksaw,Tervrajz – Fémfűrész
Items,BP_SC_Hammer_Name,Schematic - Hammer,Tervrajz - Kalapács
Items,BP_SC_HeavyBolts_Name,Schematic - Heavy Bolts,Tervrajz - Erős csavarok
Items,BP_SC_HeavyStaples_Name,Schematic - Heavy Staples,Tervrajz – Nehéz kapcsok
Items,BP_SC_IndustrialDriverBits_Name,Schematic - Industrial Driver Bits,Tervrajz – Ipari csavarozófejek
Items,BP_SC_IndustrialStaples_Name,Schematic - Industrial Staples,Tervrajz – Ipari kapcsok
Items,BP_SC_IndustrialWeldingWire_Name,Schematic - Industrial Welding Wire,Tervrajz - Ipari hegesztőhuzal
Items,BP_SC_IronArrow_Name,Schematic - Iron Arrow,Tervrajz – Vas nyíl
Items,BP_SC_Lighter_Name,Schematic - Lighter,Tervrajz – Öngyújtó
Items,BP_SC_Lockpick_Name,Schematic - Lockpick,Tervrajz – Álkulcs
Items,BP_SC_SplintMakeshift_Name,Schematic - Makeshift Splint,Tervrajz – Rögtönzött sín
Items,BP_SC_MedicalSplint_Name,Schematic - Medical Splint,Tervrajz – Orvosi sín
Items,BP_SC_HeavyHammer_Name,Schematic - Mini-Sledge,Tervrajz – Mini bontókalapács
Items,BP_SC_Nails_Name,Schematic - Nails,Tervrajz - Szögek
Items,BP_SC_CookingDish_Name,Schematic - Oven Dish,Tervrajz – Sütőtál
Items,BP_SC_RadioReceiver_Name,Schematic - Radio Receiver,Tervrajz – Rádióvevő
